total_price,total_freight,total_items,unique_products,unique_sellers,order_month,order_day_of_week,order_hour,average_item_price,freight_ratio,items_per_seller,seller_diversity,is_weekend,is_business_hour,is_year_end,month_sin,month_cos,hour_sin,hour_cos,log_total_price,log_total_freight,items_x_price,is_late_delivery
58.2,8.78,1.0,1.0,1.0,4,3,22,58.2,0.1508591065292096,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,4.0809215418899605,2.280339484046726,58.2,0
110.99,21.27,1.0,1.0,1.0,5,1,20,110.99,0.19163888638616092,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,4.718409581594602,3.1032404812692764,110.99,0
38.5,24.84,1.0,1.0,1.0,4,3,20,38.5,0.6451948051948052,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,3.676300671907076,3.2519236789144013,38.5,0
179.99,51.13,1.0,1.0,1.0,10,0,14,179.99,0.28407133729651646,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,5.19844178112078,3.9537405987800147,179.99,0
544.0,30.36,1.0,1.0,1.0,12,4,9,544.0,0.055808823529411765,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,0.7071067811865476,-0.7071067811865475,6.300785794663244,3.445533195482207,544.0,0
14.82,15.1,1.0,1.0,1.0,8,5,16,14.82,1.01889338731444,1.0,1.0,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,2.761274962339508,2.7788192719904172,14.82,0
394.9,14.89,1.0,1.0,1.0,2,1,12,394.9,0.03770574829070651,1.0,1.0,0,1,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,5.981161654112085,2.7656899805486246,394.9,0
49.9,12.79,1.0,1.0,1.0,5,4,13,49.9,0.25631262525050097,1.0,1.0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,3.929862923556477,2.6239436918052106,49.9,0
89.18,16.38,1.0,1.0,1.0,1,0,19,89.18,0.18367346938775508,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,4.501807672992938,2.8553201198372458,89.18,0
29.99,7.39,1.0,1.0,1.0,5,1,8,29.99,0.24641547182394133,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,3.433664571799657,2.127040520479115,29.99,0
58.99,17.66,1.0,1.0,1.0,9,1,22,58.99,0.2993727750466181,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,4.094177881665002,2.926382195419198,58.99,0
98.44,22.4,1.0,1.0,1.0,4,2,22,98.44,0.22754977651361236,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,4.599554447202456,3.152736022363656,98.44,0
219.9,18.79,1.0,1.0,1.0,12,2,23,219.9,0.08544793087767166,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,-0.25881904510252157,0.9659258262890681,5.397710110426072,2.9851767596144745,219.9,0
